"image_url","permalink","post_title","post_date","notes","username","caption"
"http://41.media.tumblr.com/5db55b0684fd484fa2ded08c968e3ba5/tumblr_n4e861qMJm1rtynt1o6_1280.jpg","http://patternbase.tumblr.com/post/118791988108/aubreylstallard-shout-of-to-the-book-of-kells","aubreylstallard-shout-of-to-the-book-of-kells","","2,595 notes","","aubreylstallard:
shout of to the Book of Kells"
"http://40.media.tumblr.com/6905d4215ec3b1163e3428806871d2c1/tumblr_n4e861qMJm1rtynt1o5_1280.jpg","http://patternbase.tumblr.com/post/118791988108/aubreylstallard-shout-of-to-the-book-of-kells","aubreylstallard-shout-of-to-the-book-of-kells","","2,595 notes","","aubreylstallard:
shout of to the Book of Kells"
"http://40.media.tumblr.com/00f02afebb47712285b19c243fe1c61f/tumblr_n4e861qMJm1rtynt1o9_1280.jpg","http://patternbase.tumblr.com/post/118791988108/aubreylstallard-shout-of-to-the-book-of-kells","aubreylstallard-shout-of-to-the-book-of-kells","","2,595 notes","","aubreylstallard:
shout of to the Book of Kells"
"http://40.media.tumblr.com/8428e0bd2c61d3e311f131fbe2c41cca/tumblr_nlgf5fmg2C1tp930ho1_1280.jpg","http://patternbase.tumblr.com/post/118785767317/aubreylstallard-robert-burns-diana-and-her","aubreylstallard-robert-burns-diana-and-her","","609 notes","","aubreylstallard:
Robert Burns, “Diana and her Nymphs”"
"http://41.media.tumblr.com/395e56ed068392e3e2c894e183615c2d/tumblr_nlda618POX1s4nqoyo9_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://41.media.tumblr.com/63c4f1383566013a9db4fc65309da801/tumblr_nlda618POX1s4nqoyo2_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://40.media.tumblr.com/f7cc0234755779d5dfb9f70fed15fdd2/tumblr_nlda618POX1s4nqoyo1_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://36.media.tumblr.com/4de5155ec1f8844239a78686467d7867/tumblr_nlda618POX1s4nqoyo4_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://41.media.tumblr.com/f8252c1141ac89199948f0745865af14/tumblr_nlda618POX1s4nqoyo3_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://40.media.tumblr.com/a6da20fa5a03ec758708a2b2e684f146/tumblr_nlda618POX1s4nqoyo5_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://36.media.tumblr.com/6104d73f9807e47891703c65f70386f2/tumblr_nlda618POX1s4nqoyo6_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://40.media.tumblr.com/78c19f69ee69145a476b9afc267f7524/tumblr_nlda618POX1s4nqoyo7_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://41.media.tumblr.com/38e62cbd001d193070e4d787cd64485e/tumblr_nlda618POX1s4nqoyo8_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://41.media.tumblr.com/6f447aeea01bdc201efc2b1d132eebc8/tumblr_nlda618POX1s4nqoyo10_1280.jpg","http://patternbase.tumblr.com/post/118737045825","118737045825","","1,679 notes","",""
"http://40.media.tumblr.com/a2ae4952b9f84b500a6780d099e061d5/tumblr_nnztdndzUK1qc4v1mo1_1280.jpg","http://patternbase.tumblr.com/post/118729735200/wolfbailey-nikkofrikko-photo-credit-lauren","wolfbailey-nikkofrikko-photo-credit-lauren","","1,958 notes","","wolfbailey:
nikkofrikko:
Photo Credit: Lauren Fletcher editorial for Gaschette MagazineModel: Aphelele-MbiyoStyling: Zakirah Rabaneyvia: African Prints in Fashion
oh!!"
"http://36.media.tumblr.com/a7ba9cee4e2d861eb4fb6ad9831872b8/tumblr_nnztdndzUK1qc4v1mo2_1280.jpg","http://patternbase.tumblr.com/post/118729735200/wolfbailey-nikkofrikko-photo-credit-lauren","wolfbailey-nikkofrikko-photo-credit-lauren","","1,958 notes","","wolfbailey:
nikkofrikko:
Photo Credit: Lauren Fletcher editorial for Gaschette MagazineModel: Aphelele-MbiyoStyling: Zakirah Rabaneyvia: African Prints in Fashion
oh!!"
"http://40.media.tumblr.com/45e96a2d302768ae8dfe43e8e19f2745/tumblr_nnztdndzUK1qc4v1mo3_1280.jpg","http://patternbase.tumblr.com/post/118729735200/wolfbailey-nikkofrikko-photo-credit-lauren","wolfbailey-nikkofrikko-photo-credit-lauren","","1,958 notes","","wolfbailey:
nikkofrikko:
Photo Credit: Lauren Fletcher editorial for Gaschette MagazineModel: Aphelele-MbiyoStyling: Zakirah Rabaneyvia: African Prints in Fashion
oh!!"
"http://40.media.tumblr.com/a076ced9aaab1a21452a83bdabe9f354/tumblr_nnztdndzUK1qc4v1mo4_1280.jpg","http://patternbase.tumblr.com/post/118729735200/wolfbailey-nikkofrikko-photo-credit-lauren","wolfbailey-nikkofrikko-photo-credit-lauren","","1,958 notes","","wolfbailey:
nikkofrikko:
Photo Credit: Lauren Fletcher editorial for Gaschette MagazineModel: Aphelele-MbiyoStyling: Zakirah Rabaneyvia: African Prints in Fashion
oh!!"
"http://41.media.tumblr.com/303adf0d9d9e566c28aeaeaec5c739f8/tumblr_ndebpbVnqO1rmfigjo1_1280.jpg","http://patternbase.tumblr.com/post/118721941877","118721941877","","4,167 notes","",""
"http://36.media.tumblr.com/tumblr_lqd8e8F60s1qzkikro1_1280.jpg","http://patternbase.tumblr.com/post/118714192542/wowgreat-tauba-auerbach","wowgreat-tauba-auerbach","","184 notes","","wowgreat:tauba auerbachMorseAlphabet,no-Spaces,yel"
"http://40.media.tumblr.com/5e53edb52c542a4142e4686abd6f0f80/tumblr_nm1g4sc0zl1s0got1o1_1280.jpg","http://patternbase.tumblr.com/post/118707594524/aubreylstallard-lynn-pollard","aubreylstallard-lynn-pollard","","1,063 notes","","aubreylstallard:
Lynn Pollard"
"http://36.media.tumblr.com/b4bfd3bb368807cb6081222d4b314faf/tumblr_nm1g4sc0zl1s0got1o2_1280.jpg","http://patternbase.tumblr.com/post/118707594524/aubreylstallard-lynn-pollard","aubreylstallard-lynn-pollard","","1,063 notes","","aubreylstallard:
Lynn Pollard"
"http://40.media.tumblr.com/4d80d229da28ca3469f8a05c396cf659/tumblr_no2uolEiJe1s0got1o1_1280.jpg","http://patternbase.tumblr.com/post/118701469507/aubreylstallard-olivia-boudet","aubreylstallard-olivia-boudet","","354 notes","","aubreylstallard:"
"http://36.media.tumblr.com/3c4b9ad1f8216c5b9c9ec1515b7e1ca9/tumblr_no2uolEiJe1s0got1o2_1280.jpg","http://patternbase.tumblr.com/post/118701469507/aubreylstallard-olivia-boudet","aubreylstallard-olivia-boudet","","354 notes","","aubreylstallard:"
"http://40.media.tumblr.com/f98842b8b66b91309a428ac42e95397f/tumblr_no2uolEiJe1s0got1o3_1280.jpg","http://patternbase.tumblr.com/post/118701469507/aubreylstallard-olivia-boudet","aubreylstallard-olivia-boudet","","354 notes","","aubreylstallard:"
"http://40.media.tumblr.com/9cae42a0e87aca036f6b562300c6e344/tumblr_nkcgevC8kM1rpj3kwo1_1280.jpg","http://patternbase.tumblr.com/post/118481908243/aubreylstallard-sol-lewitt-2000","aubreylstallard-sol-lewitt-2000","","2,375 notes","","aubreylstallard:
Sol Lewitt, 2000"
"http://40.media.tumblr.com/125019bd73ac64507fcc0eec1021741b/tumblr_nnpys3w2GA1rpgpe2o1_1280.jpg","http://patternbase.tumblr.com/post/118475366989/growhousegrow-pattern-color","growhousegrow-pattern-color","","216 notes","","growhousegrow:
Pattern!  Color!  Via design-is-fine:
Donald Deskey, textile design: Squirting Grapefruit, 1930s. Drawing. Via Cooper Hewitt"
"http://41.media.tumblr.com/243fe17662e187ca23bae7221151ef47/tumblr_nm1q08TGur1spcpyio1_1280.jpg","http://patternbase.tumblr.com/post/118468252099/beer-buzz-nuovopromemoria-19112014-191940-by","beer-buzz-nuovopromemoria-19112014-191940-by","","54 notes","","beer-buzz:
NuovoPromemoria_19112014_191940 by Emilio Nanni on Flickr."
"http://40.media.tumblr.com/079c2bcb781f6750bf12b18a43459544/tumblr_nna1nkBzyK1rpgpe2o1_1280.jpg","http://patternbase.tumblr.com/post/118461211236/design-is-fine-walter-muller-grah-ornament","design-is-fine-walter-muller-grah-ornament","","207 notes","","design-is-fine:
Walter Müller-Grah, Ornament, based on photography, 1959-61. Germany. Source"
"http://40.media.tumblr.com/d6757d1255607fd7aa4b2566319994bf/tumblr_nnh2pqPlz41qbc9t5o1_1280.jpg","http://patternbase.tumblr.com/post/118455041676/feastofviolet-shrek2dvdextras","feastofviolet-shrek2dvdextras","","33 notes","","feastofviolet:
@shrek2dvdextras"
"http://41.media.tumblr.com/d6eeb476220052ca57c705e229fa682a/tumblr_no063oVHNH1qzuyswo1_1280.jpg","http://patternbase.tumblr.com/post/118449098331/aubreylstallard-valerie-roybal","aubreylstallard-valerie-roybal","","115 notes","","aubreylstallard:
Valerie Roybal"
"http://41.media.tumblr.com/3052c7c027ac3d1f4f4e5844e9d23bb3/tumblr_no063oVHNH1qzuyswo2_1280.jpg","http://patternbase.tumblr.com/post/118449098331/aubreylstallard-valerie-roybal","aubreylstallard-valerie-roybal","","115 notes","","aubreylstallard:
Valerie Roybal"
"http://41.media.tumblr.com/3b40afa4425c1153900d3bb84af79e2b/tumblr_no063oVHNH1qzuyswo3_1280.png","http://patternbase.tumblr.com/post/118449098331/aubreylstallard-valerie-roybal","aubreylstallard-valerie-roybal","","115 notes","","aubreylstallard:
Valerie Roybal"
"http://41.media.tumblr.com/938bef0142a821847402aec2866717f0/tumblr_no063oVHNH1qzuyswo4_1280.jpg","http://patternbase.tumblr.com/post/118449098331/aubreylstallard-valerie-roybal","aubreylstallard-valerie-roybal","","115 notes","","aubreylstallard:
Valerie Roybal"
"http://41.media.tumblr.com/tumblr_m8begriSxr1rd2b09o1_1280.jpg","http://patternbase.tumblr.com/post/118402679173/zonkout-nathalie-du-pasquier-george-sowden","zonkout-nathalie-du-pasquier-george-sowden","","2,284 notes","","zonkout:
Nathalie du Pasquier & George Sowden"
"http://41.media.tumblr.com/tumblr_m8phtffmyr1rd2b09o1_1280.jpg","http://patternbase.tumblr.com/post/118395867100/zonkout-phillip-maberry-apartment-interior","zonkout-phillip-maberry-apartment-interior","","3,567 notes","","zonkout:
Phillip Maberry apartment interior, 1981."
"http://40.media.tumblr.com/tumblr_m8phtffmyr1rd2b09o2_1280.jpg","http://patternbase.tumblr.com/post/118395867100/zonkout-phillip-maberry-apartment-interior","zonkout-phillip-maberry-apartment-interior","","3,567 notes","","zonkout:
Phillip Maberry apartment interior, 1981."
"http://40.media.tumblr.com/tumblr_m8phtffmyr1rd2b09o3_1280.jpg","http://patternbase.tumblr.com/post/118395867100/zonkout-phillip-maberry-apartment-interior","zonkout-phillip-maberry-apartment-interior","","3,567 notes","","zonkout:
Phillip Maberry apartment interior, 1981."
"http://40.media.tumblr.com/e3d56c9af9bc9f7b5bc9e6fa9b8704d3/tumblr_mx5igxlC2M1rd2b09o1_1280.jpg","http://patternbase.tumblr.com/post/118388522465/zonkout-steven-holl","zonkout-steven-holl","","1,311 notes","","zonkout:
Steven Holl"
"http://36.media.tumblr.com/6109030f84320c8690f3018917a011c2/tumblr_ml9j1nwjoj1rd2b09o1_1280.jpg","http://patternbase.tumblr.com/post/118381232892/zonkout-markku-piri-tuuli-fabric","zonkout-markku-piri-tuuli-fabric","","627 notes","","zonkout:
Markku Piri “Tuuli” fabric."
"http://40.media.tumblr.com/19988d6867b34e3a426b53f8eaeee355/tumblr_nns9a28bqY1rionq1o1_1280.jpg","http://patternbase.tumblr.com/post/118375065713/aubreylstallard-ryan-dodgson-phil-woollam","aubreylstallard-ryan-dodgson-phil-woollam","","268 notes","","aubreylstallard:
Ryan Dodgson & Phil Woollam"
"http://40.media.tumblr.com/44bd808768a38fa22c17c7a716a74c21/tumblr_nns97jprWt1rionq1o1_1280.jpg","http://patternbase.tumblr.com/post/118369207292/aubreylstallard-ryan-dodgson-phil-woollam","aubreylstallard-ryan-dodgson-phil-woollam","","344 notes","","aubreylstallard:
Ryan Dodgson & Phil Woollam"
"http://40.media.tumblr.com/1886f408c9670b7af5e04b0df7e1e522/tumblr_nns9ccJE5m1qfmzzgo1_1280.jpg","http://patternbase.tumblr.com/post/118322795778/aubreylstallard-liana-jegers","aubreylstallard-liana-jegers","","487 notes","","aubreylstallard:
Liana Jegers"
"http://40.media.tumblr.com/3898bfbf8996b60019aa5981f28df580/tumblr_nnrspt4aj61rpuoi6o1_1280.jpg","http://patternbase.tumblr.com/post/118315821031/bloiing-blob","bloiing-blob","","139 notes","","bloiing:
BLOB"
"http://40.media.tumblr.com/e09ef7959be9c4e9f53d8fbac12ef934/tumblr_nnsa25hqSb1rionq1o1_1280.jpg","http://patternbase.tumblr.com/post/118308178927/aubreylstallard-ryan-dodgson-and-phil-woollam","aubreylstallard-ryan-dodgson-and-phil-woollam","","693 notes","","aubreylstallard:
Ryan Dodgson and Phil Woollam"
"http://40.media.tumblr.com/63d4813512ef32fc6e23b1709b7ff198/tumblr_nnsbfbw3XC1qcddvlo1_1280.jpg","http://patternbase.tumblr.com/post/118300644171/omgthatdress-shawl-1885-1910-the-metropolitan","omgthatdress-shawl-1885-1910-the-metropolitan","","1,083 notes","","omgthatdress:
Shawl1885-1910The Metropolitan Museum of Art“The detail of the embroidery in the central genre scene of this shawl is highly unusual. Both the faces and the headdresses of the characters are extraordinarily detailed. The feather headdress is of a type found in Chinese opera, where an extended pair of pheasant feathers are used to indicate the character is a warrior figure–the height of the feathers signify the warrior’s rank. The pink crepe lining and two-tiered fringe are two additional details that make this shawl distinctive.”"
"http://40.media.tumblr.com/03f02ae14ce5fcf1c61b0ac75a54af9e/tumblr_nnsbfbw3XC1qcddvlo2_1280.jpg","http://patternbase.tumblr.com/post/118300644171/omgthatdress-shawl-1885-1910-the-metropolitan","omgthatdress-shawl-1885-1910-the-metropolitan","","1,083 notes","","omgthatdress:
Shawl1885-1910The Metropolitan Museum of Art“The detail of the embroidery in the central genre scene of this shawl is highly unusual. Both the faces and the headdresses of the characters are extraordinarily detailed. The feather headdress is of a type found in Chinese opera, where an extended pair of pheasant feathers are used to indicate the character is a warrior figure–the height of the feathers signify the warrior’s rank. The pink crepe lining and two-tiered fringe are two additional details that make this shawl distinctive.”"
"http://40.media.tumblr.com/ff33b5ec40fdbbf8a22f8316c5cf3043/tumblr_nnsbfbw3XC1qcddvlo3_1280.jpg","http://patternbase.tumblr.com/post/118300644171/omgthatdress-shawl-1885-1910-the-metropolitan","omgthatdress-shawl-1885-1910-the-metropolitan","","1,083 notes","","omgthatdress:
Shawl1885-1910The Metropolitan Museum of Art“The detail of the embroidery in the central genre scene of this shawl is highly unusual. Both the faces and the headdresses of the characters are extraordinarily detailed. The feather headdress is of a type found in Chinese opera, where an extended pair of pheasant feathers are used to indicate the character is a warrior figure–the height of the feathers signify the warrior’s rank. The pink crepe lining and two-tiered fringe are two additional details that make this shawl distinctive.”"
"http://36.media.tumblr.com/99704925525619d197e116e1efce8df8/tumblr_nnsbfbw3XC1qcddvlo4_1280.jpg","http://patternbase.tumblr.com/post/118300644171/omgthatdress-shawl-1885-1910-the-metropolitan","omgthatdress-shawl-1885-1910-the-metropolitan","","1,083 notes","","omgthatdress:
Shawl1885-1910The Metropolitan Museum of Art“The detail of the embroidery in the central genre scene of this shawl is highly unusual. Both the faces and the headdresses of the characters are extraordinarily detailed. The feather headdress is of a type found in Chinese opera, where an extended pair of pheasant feathers are used to indicate the character is a warrior figure–the height of the feathers signify the warrior’s rank. The pink crepe lining and two-tiered fringe are two additional details that make this shawl distinctive.”"
"http://40.media.tumblr.com/2eb4aad70ea97a962aedc1c7bba974ef/tumblr_nnrsutThTf1rpuoi6o1_1280.jpg","http://patternbase.tumblr.com/post/118294060302/bloiing-lama-blobs","bloiing-lama-blobs","","110 notes","","bloiing:
LAMA BLOBS"
"http://41.media.tumblr.com/a8a114f484590677b733cb544511c58c/tumblr_nnqsruPMbm1r4j0nro1_1280.jpg","http://patternbase.tumblr.com/post/118287840079/dailyartjournal-hans-hofmann","dailyartjournal-hans-hofmann","","277 notes","","dailyartjournal:
Hans Hofmann"
"http://40.media.tumblr.com/1c2878ab978418099a7f8a54a4a03e45/tumblr_nns9npoMCq1rionq1o1_1280.jpg","http://patternbase.tumblr.com/post/118240653122/aubreylstallard-yuichi-yokoyama","aubreylstallard-yuichi-yokoyama","","211 notes","","aubreylstallard:
Yuichi Yokoyama"
"http://40.media.tumblr.com/4b75f74fe99310b33f888fef6f74d8d1/tumblr_mtbdhl9OWb1s2q8feo1_1280.jpg","http://patternbase.tumblr.com/post/118233621847/vivipiuomeno-yayoi-kusama-good-morning","vivipiuomeno-yayoi-kusama-good-morning","","6,881 notes","","vivipiuomeno:

Yayoi Kusama - Good morning"
"http://40.media.tumblr.com/d5e61584a044cdbf69d2040cf3a96871/tumblr_nc7uax8i3A1rpgpe2o1_1280.jpg","http://patternbase.tumblr.com/post/118226005754/design-is-fine-hans-jean-arp","design-is-fine-hans-jean-arp","","556 notes","","design-is-fine:
Hans (Jean) Arp , Untitled, 1950. Silkscreen. KettererKunst"
"http://40.media.tumblr.com/e7b8f438317b4abebd54b8347ecb6206/tumblr_nno7nqndbk1qcphy8o1_1280.jpg","http://patternbase.tumblr.com/post/118205628310/henning-bohl","henning-bohl","","447 notes","","Henning Bohl"
"http://41.media.tumblr.com/7f7ba26abc452015bf94f15262452c75/tumblr_nnrrczkzDl1ri6x74o1_1280.jpg","http://patternbase.tumblr.com/post/118156882760/yukata-by-furifu-designers-spring-summer-2015","yukata-by-furifu-designers-spring-summer-2015","","652 notes","",""
"http://40.media.tumblr.com/6717ebbf773e25f37161a7bce13b64c9/tumblr_nnrrczkzDl1ri6x74o2_1280.jpg","http://patternbase.tumblr.com/post/118156882760/yukata-by-furifu-designers-spring-summer-2015","yukata-by-furifu-designers-spring-summer-2015","","652 notes","",""
"http://41.media.tumblr.com/c96fe07e6bc72de4c505513dcba8bae9/tumblr_n66s0lWDAw1tvmqcgo1_1280.jpg","http://patternbase.tumblr.com/post/118149383273/hashimoto-okiie-1899-1993-girl-and-irises","hashimoto-okiie-1899-1993-girl-and-irises","","29,440 notes","","Hashimoto Okiie 橋本興家 (1899-1993)Girl and Irises - 1952"
"http://40.media.tumblr.com/c859a1b45ed4cb3ca7037f856486f2d9/tumblr_lw5z02TiUv1r8p8ozo1_r4_1280.jpg","http://patternbase.tumblr.com/post/118141357604/maureen-meyer-fiver-beyond-2011-acrylic-on","maureen-meyer-fiver-beyond-2011-acrylic-on","","240 notes","",""
"http://40.media.tumblr.com/38c17cb5acc2a6ae6448477ee9200f52/tumblr_nmotm3ToXF1sstpxlo1_1280.jpg","http://patternbase.tumblr.com/post/118133536393/found-photo","found-photo","","1,649 notes","","Found photo"
"http://40.media.tumblr.com/2168dd61bcfe83328ee05080e16c1efb/tumblr_nnqqvee5351r4pmzko1_1280.jpg","http://patternbase.tumblr.com/post/118126856690/pauline-hoarau-by-erik-madigan-heck-for-harpers","pauline-hoarau-by-erik-madigan-heck-for-harpers","","40 notes","","Pauline Hoarau by Erik Madigan Heck for Harper’s Bazaar UK June 2015 - CHANEL Spring 2015 Couture"
"http://36.media.tumblr.com/276d7a9203cd7ea5475f6643f6a83e0f/tumblr_nkdlf4D4Sn1qdj0hbo1_1280.jpg","http://patternbase.tumblr.com/post/118120594307/radiant-fluid-colours-by-mark-chadwick","radiant-fluid-colours-by-mark-chadwick","","174 notes","","Radiant Fluid Colours by mark chadwick"
"http://40.media.tumblr.com/tumblr_m4yjwnHiha1qbthvmo1_1280.jpg","http://patternbase.tumblr.com/post/118082270554","118082270554","","3,481 notes","",""
"http://41.media.tumblr.com/8d24a268ff9b4f496dc068da329041f6/tumblr_n75oukyHex1spacg2o1_1280.jpg","http://patternbase.tumblr.com/post/118069883721/colorchromie-2014-azamat-akhmadbaev","colorchromie-2014-azamat-akhmadbaev","","484 notes","","Colorchromie, 2014Azamat Akhmadbaev"
"http://40.media.tumblr.com/dff2a1c5049023c60f24bf7df09cf1e6/tumblr_nnqur9YDOP1rpn6zko1_1280.jpg","http://patternbase.tumblr.com/post/118062386003","118062386003","","65 notes","",""
"http://41.media.tumblr.com/8bda0cbe00fedcbe23bcbede0c488331/tumblr_nm916t3nsa1rjpjewo1_1280.jpg","http://patternbase.tumblr.com/post/118054358457","118054358457","","203 notes","",""
"http://41.media.tumblr.com/7a06d8189b0d658d50307908a83870fa/tumblr_nlqjpo6fok1qgl98no1_1280.jpg","http://patternbase.tumblr.com/post/118046872539/annie-mclaughlin","annie-mclaughlin","","2,925 notes","","Annie McLaughlin"
"http://40.media.tumblr.com/e3d680a7a98d2d122ac9396daeaf42ec/tumblr_nnalaquDjk1qhtsxso1_1280.jpg","http://patternbase.tumblr.com/post/118046783144/pink-makeup-via-bouffantsandbrokenhearts","pink-makeup-via-bouffantsandbrokenhearts","","163 notes","",""
"http://41.media.tumblr.com/06a4847ee9d12f828939db324f804d45/tumblr_nh8ggf5eUc1sgobhzo1_1280.jpg","http://patternbase.tumblr.com/post/118046323864/pink-collage-2014-via-shantisheaan","pink-collage-2014-via-shantisheaan","","1,763 notes","","Pink collage, 2014 via shantisheaan"
"http://41.media.tumblr.com/f80255f6f9717bd397a63bf829268c73/tumblr_nna1wltHMO1s0got1o1_1280.jpg","http://patternbase.tumblr.com/post/118046298754/tobias-toveramylonite-pigment-on-panel-36-x-36","tobias-toveramylonite-pigment-on-panel-36-x-36","","1,367 notes","","Tobias ToveraMylonite, Pigment on Panel, 36""x 36,“ 2013"
"http://41.media.tumblr.com/b2cd2195905188e051e2656393d0678a/tumblr_nmte4u4WvV1qb9vlqo1_1280.jpg","http://patternbase.tumblr.com/post/118046249849/fatmalovestodraw-hair-ballpoint-pen-on-a4","fatmalovestodraw-hair-ballpoint-pen-on-a4","","906 notes","","fatmalovestodraw:
Hair شعرballpoint pen on A4 paperشَعر (n) is hairشِعِر (n) is poetryَشَعَر (v) felt or sensed"
"http://41.media.tumblr.com/6f35f0ea0b2cfb564efdfeecf1873843/tumblr_nngsuavFb91s93a1ao1_1280.jpg","http://patternbase.tumblr.com/post/118046229954/kevin-lucbert","kevin-lucbert","","7,418 notes","","Kevin Lucbert"
"http://36.media.tumblr.com/508dd16ebf6103ef5191778137f4557c/tumblr_nnp1p4cFNo1s0got1o1_1280.jpg","http://patternbase.tumblr.com/post/118046208684/lisa-madigan","lisa-madigan","","4,065 notes","","Lisa Madigan"
"http://40.media.tumblr.com/48c19504d86cd57d479bc4024f397bd7/tumblr_n9quxvP1Q61s19rw6o1_1280.png","http://patternbase.tumblr.com/post/118046162174/ilanakohn-counterpane","ilanakohn-counterpane","","2,012 notes","","IlanaKohn / Counterpane"
"http://40.media.tumblr.com/a00805bae568255a59291f7bed8cc558/tumblr_n9quxvP1Q61s19rw6o2_1280.png","http://patternbase.tumblr.com/post/118046162174/ilanakohn-counterpane","ilanakohn-counterpane","","2,012 notes","","IlanaKohn / Counterpane"
"http://40.media.tumblr.com/601581341cab328b9d66a9732e682e94/tumblr_n9quxvP1Q61s19rw6o3_1280.png","http://patternbase.tumblr.com/post/118046162174/ilanakohn-counterpane","ilanakohn-counterpane","","2,012 notes","","IlanaKohn / Counterpane"
"http://41.media.tumblr.com/5657acdf9ac7a21c8636bcd3eddc2649/tumblr_n9quxvP1Q61s19rw6o4_1280.png","http://patternbase.tumblr.com/post/118046162174/ilanakohn-counterpane","ilanakohn-counterpane","","2,012 notes","","IlanaKohn / Counterpane"
"http://41.media.tumblr.com/98c836e14463d77c3151a92c74548d8e/tumblr_nnqfdx1xGU1s0got1o1_1280.jpg","http://patternbase.tumblr.com/post/118046021750/chen-pingstudies-2014oil-on-canvas50x30cm","chen-pingstudies-2014oil-on-canvas50x30cm","","459 notes","","CHEN PINGSTUDIES | 2014oil on canvas50x30cm"
"http://41.media.tumblr.com/d9cd0c10ed3a510a51e2558a3c3f9b76/tumblr_nnrxy4ItFI1rb4qkco1_1280.jpg","http://patternbase.tumblr.com/post/118045596959/david-hockney-tapis-rectangulaire-wool-tapestry","david-hockney-tapis-rectangulaire-wool-tapestry","","317 notes","","DAVID HOCKNEYTAPIS RECTANGULAIRE (wool tapestry), ca. 1990"
